metric_name,timestamp,metric_value,check,error,error_code,expected_response,group,method,name,proto,scenario,service,status,subproto,tls_version,url,extra_tags,metadata,,,,,
http_req_connecting,1740067590,371.804,,,,TRUE,,GET,https://test.k6.io/contacts.php,HTTP/1.1,contacts,,200,,tls1.3,https://test.k6.io/contacts.php,,,,,,,
http_req_tls_handshaking,1740067590,290.827,,,,TRUE,,GET,https://test.k6.io/contacts.php,HTTP/1.1,contacts,,200,,tls1.3,https://test.k6.io/contacts.php,,,,,,,
http_req_sending,1740067590,0.009,,,,TRUE,,GET,https://test.k6.io/contacts.php,HTTP/1.1,contacts,,200,,tls1.3,https://test.k6.io/contacts.php,,,,,,,
http_req_waiting,1740067590,285.881,,,,TRUE,,GET,https://test.k6.io/contacts.php,HTTP/1.1,contacts,,200,,tls1.3,https://test.k6.io/contacts.php,,,,,,,
http_req_receiving,1740067590,0.074,,,,TRUE,,GET,https://test.k6.io/contacts.php,HTTP/1.1,contacts,,200,,tls1.3,https://test.k6.io/contacts.php,,,,,,,
http_req_failed,1740067590,0,,,,TRUE,,GET,https://test.k6.io/contacts.php,HTTP/1.1,contacts,,200,,tls1.3,https://test.k6.io/contacts.php,,,,,,,
checks,1740067590,1,Verify response status = 200,,,,,,,,contacts,,,,,,,,,,,,
checks,1740067590,1,Verify response status = 200,,,,,,,,contacts,,,,,,,,,,,,
checks,1740067590,1,Verify response status = 200,,,,,,,,contacts,,,,,,,,,,,,
shared_iterations_trend,1740067590,293.731,,,,,,,,,contacts,,,,,,vu=10,,,,,,
checks,1740067590,1,Verify response status = 200,,,,,,,,contacts,,,,,,,,,,,,
shared_iterations_rate,1740067590,1,,,,,,,,,contacts,,,,,,vu=10,,,,,,
shared_iterations_trend,1740067590,289.915,,,,,,,,,contacts,,,,,,vu=4,,,,,,
shared_iterations_counter,1740067590,1,,,,,,,,,contacts,,,,,,vu=10,,,,,,
shared_iterations_rate,1740067590,1,,,,,,,,,contacts,,,,,,vu=4,,,,,,
shared_iterations_counter,1740067590,1,,,,,,,,,contacts,,,,,,vu=4,,,,,,
shared_iterations_trend,1740067590,285.964,,,,,,,,,contacts,,,,,,vu=6,,,,,,
shared_iterations_rate,1740067590,1,,,,,,,,,contacts,,,,,,vu=6,,,,,,
http_reqs,1740067590,1,,,,TRUE,,GET,https://test.k6.io/contacts.php,HTTP/1.1,contacts,,200,,tls1.3,https://test.k6.io/contacts.php,,,,,,,
http_req_duration,1740067590,292.089,,,,TRUE,,GET,https://test.k6.io/contacts.php,HTTP/1.1,contacts,,200,,tls1.3,https://test.k6.io/contacts.php,,,,,,,
http_req_blocked,1740067590,659.303,,,,TRUE,,GET,https://test.k6.io/contacts.php,HTTP/1.1,contacts,,200,,tls1.3,https://test.k6.io/contacts.php,,,,,,,
http_req_connecting,1740067590,370.545,,,,TRUE,,GET,https://test.k6.io/contacts.php,HTTP/1.1,contacts,,200,,tls1.3,https://test.k6.io/contacts.php,,,,,,,
http_req_tls_handshaking,1740067590,284.331,,,,TRUE,,GET,https://test.k6.io/contacts.php,HTTP/1.1,contacts,,200,,tls1.3,https://test.k6.io/contacts.php,,,,,,,
http_req_sending,1740067590,0.012,,,,TRUE,,GET,https://test.k6.io/contacts.php,HTTP/1.1,contacts,,200,,tls1.3,https://test.k6.io/contacts.php,,,,,,,
http_req_waiting,1740067590,291.992,,,,TRUE,,GET,https://test.k6.io/contacts.php,HTTP/1.1,contacts,,200,,tls1.3,https://test.k6.io/contacts.php,,,,,,,
http_req_receiving,1740067590,0.085,,,,TRUE,,GET,https://test.k6.io/contacts.php,HTTP/1.1,contacts,,200,,tls1.3,https://test.k6.io/contacts.php,,,,,,,
http_req_failed,1740067590,0,,,,TRUE,,GET,https://test.k6.io/contacts.php,HTTP/1.1,contacts,,200,,tls1.3,https://test.k6.io/contacts.php,,,,,,,
shared_iterations_counter,1740067590,1,,,,,,,,,contacts,,,,,,vu=6,,,,,,
checks,1740067590,1,Verify response status = 200,,,,,,,,contacts,,,,,,,,,,,,
shared_iterations_trend,1740067590,287.732,,,,,,,,,contacts,,,,,,vu=8,,,,,,
shared_iterations_trend,1740067590,290.835,,,,,,,,,contacts,,,,,,vu=1,,,,,,
shared_iterations_rate,1740067590,1,,,,,,,,,contacts,,,,,,vu=8,,,,,,
shared_iterations_rate,1740067590,1,,,,,,,,,contacts,,,,,,vu=1,,,,,,
shared_iterations_counter,1740067590,1,,,,,,,,,contacts,,,,,,vu=8,,,,,,
shared_iterations_counter,1740067590,1,,,,,,,,,contacts,,,,,,vu=1,,,,,,
checks,1740067590,1,Verify response status = 200,,,,,,,,contacts,,,,,,,,,,,,
checks,1740067590,1,Verify response status = 200,,,,,,,,contacts,,,,,,,,,,,,
shared_iterations_trend,1740067590,288.91,,,,,,,,,contacts,,,,,,vu=9,,,,,,
shared_iterations_rate,1740067590,1,,,,,,,,,contacts,,,,,,vu=9,,,,,,
shared_iterations_counter,1740067590,1,,,,,,,,,contacts,,,,,,vu=9,,,,,,
shared_iterations_trend,1740067590,292.089,,,,,,,,,contacts,,,,,,vu=2,,,,,,
shared_iterations_rate,1740067590,1,,,,,,,,,contacts,,,,,,vu=2,,,,,,
shared_iterations_counter,1740067590,1,,,,,,,,,contacts,,,,,,vu=2,,,,,,
http_reqs,1740067590,1,,,,TRUE,,GET,https://test.k6.io/contacts.php,HTTP/1.1,contacts,,200,,tls1.3,https://test.k6.io/contacts.php,,,,,,,
http_req_duration,1740067590,289.015,,,,TRUE,,GET,https://test.k6.io/contacts.php,HTTP/1.1,contacts,,200,,tls1.3,https://test.k6.io/contacts.php,,,,,,,
http_req_blocked,1740067590,671.3,,,,TRUE,,GET,https://test.k6.io/contacts.php,HTTP/1.1,contacts,,200,,tls1.3,https://test.k6.io/contacts.php,,,,,,,
http_req_connecting,1740067590,370.533,,,,TRUE,,GET,https://test.k6.io/contacts.php,HTTP/1.1,contacts,,200,,tls1.3,https://test.k6.io/contacts.php,,,,,,,
http_req_tls_handshaking,1740067590,296.262,,,,TRUE,,GET,https://test.k6.io/contacts.php,HTTP/1.1,contacts,,200,,tls1.3,https://test.k6.io/contacts.php,,,,,,,
http_req_sending,1740067590,0.009,,,,TRUE,,GET,https://test.k6.io/contacts.php,HTTP/1.1,contacts,,200,,tls1.3,https://test.k6.io/contacts.php,,,,,,,
http_req_waiting,1740067590,288.95,,,,TRUE,,GET,https://test.k6.io/contacts.php,HTTP/1.1,contacts,,200,,tls1.3,https://test.k6.io/contacts.php,,,,,,,
http_req_receiving,1740067590,0.056,,,,TRUE,,GET,https://test.k6.io/contacts.php,HTTP/1.1,contacts,,200,,tls1.3,https://test.k6.io/contacts.php,,,,,,,
http_req_failed,1740067590,0,,,,TRUE,,GET,https://test.k6.io/contacts.php,HTTP/1.1,contacts,,200,,tls1.3,https://test.k6.io/contacts.php,,,,,,,
http_reqs,1740067590,1,,,,TRUE,,GET,https://test.k6.io/contacts.php,HTTP/1.1,contacts,,200,,tls1.3,https://test.k6.io/contacts.php,,,,,,,
http_req_duration,1740067590,290.482,,,,TRUE,,GET,https://test.k6.io/contacts.php,HTTP/1.1,contacts,,200,,tls1.3,https://test.k6.io/contacts.php,,,,,,,
http_req_blocked,1740067590,669.712,,,,TRUE,,GET,https://test.k6.io/contacts.php,HTTP/1.1,contacts,,200,,tls1.3,https://test.k6.io/contacts.php,,,,,,,
http_req_connecting,1740067590,373.547,,,,TRUE,,GET,https://test.k6.io/contacts.php,HTTP/1.1,contacts,,200,,tls1.3,https://test.k6.io/contacts.php,,,,,,,
http_req_tls_handshaking,1740067590,294.05,,,,TRUE,,GET,https://test.k6.io/contacts.php,HTTP/1.1,contacts,,200,,tls1.3,https://test.k6.io/contacts.php,,,,,,,
http_req_sending,1740067590,0.006,,,,TRUE,,GET,https://test.k6.io/contacts.php,HTTP/1.1,contacts,,200,,tls1.3,https://test.k6.io/contacts.php,,,,,,,
http_req_waiting,1740067590,290.422,,,,TRUE,,GET,https://test.k6.io/contacts.php,HTTP/1.1,contacts,,200,,tls1.3,https://test.k6.io/contacts.php,,,,,,,
http_req_receiving,1740067590,0.054,,,,TRUE,,GET,https://test.k6.io/contacts.php,HTTP/1.1,contacts,,200,,tls1.3,https://test.k6.io/contacts.php,,,,,,,
http_req_failed,1740067590,0,,,,TRUE,,GET,https://test.k6.io/contacts.php,HTTP/1.1,contacts,,200,,tls1.3,https://test.k6.io/contacts.php,,,,,,,
checks,1740067590,1,Verify response status = 200,,,,,,,,contacts,,,,,,,,,,,,
checks,1740067590,1,Verify response status = 200,,,,,,,,contacts,,,,,,,,,,,,
shared_iterations_trend,1740067590,289.015,,,,,,,,,contacts,,,,,,vu=5,,,,,,
shared_iterations_rate,1740067590,1,,,,,,,,,contacts,,,,,,vu=5,,,,,,
shared_iterations_counter,1740067590,1,,,,,,,,,contacts,,,,,,vu=5,,,,,,
shared_iterations_trend,1740067590,290.482,,,,,,,,,contacts,,,,,,vu=3,,,,,,
shared_iterations_rate,1740067590,1,,,,,,,,,contacts,,,,,,vu=3,,,,,,
shared_iterations_counter,1740067590,1,,,,,,,,,contacts,,,,,,vu=3,,,,,,
http_reqs,1740067590,1,,,,TRUE,,GET,https://test.k6.io/contacts.php,HTTP/1.1,contacts,,200,,tls1.3,https://test.k6.io/contacts.php,,,,,,,
http_req_duration,1740067590,293.237,,,,TRUE,,GET,https://test.k6.io/contacts.php,HTTP/1.1,contacts,,200,,tls1.3,https://test.k6.io/contacts.php,,,,,,,
http_req_blocked,1740067590,672.755,,,,TRUE,,GET,https://test.k6.io/contacts.php,HTTP/1.1,contacts,,200,,tls1.3,https://test.k6.io/contacts.php,,,,,,,
http_req_connecting,1740067590,372.333,,,,TRUE,,GET,https://test.k6.io/contacts.php,HTTP/1.1,contacts,,200,,tls1.3,https://test.k6.io/contacts.php,,,,,,,
http_req_tls_handshaking,1740067590,297.778,,,,TRUE,,GET,https://test.k6.io/contacts.php,HTTP/1.1,contacts,,200,,tls1.3,https://test.k6.io/contacts.php,,,,,,,
http_req_sending,1740067590,0.007,,,,TRUE,,GET,https://test.k6.io/contacts.php,HTTP/1.1,contacts,,200,,tls1.3,https://test.k6.io/contacts.php,,,,,,,
http_req_waiting,1740067590,293.134,,,,TRUE,,GET,https://test.k6.io/contacts.php,HTTP/1.1,contacts,,200,,tls1.3,https://test.k6.io/contacts.php,,,,,,,
http_req_receiving,1740067590,0.096,,,,TRUE,,GET,https://test.k6.io/contacts.php,HTTP/1.1,contacts,,200,,tls1.3,https://test.k6.io/contacts.php,,,,,,,
http_req_failed,1740067590,0,,,,TRUE,,GET,https://test.k6.io/contacts.php,HTTP/1.1,contacts,,200,,tls1.3,https://test.k6.io/contacts.php,,,,,,,
checks,1740067590,1,Verify response status = 200,,,,,,,,contacts,,,,,,,,,,,,
shared_iterations_trend,1740067590,293.237,,,,,,,,,contacts,,,,,,vu=7,,,,,,
shared_iterations_rate,1740067590,1,,,,,,,,,contacts,,,,,,vu=7,,,,,,
shared_iterations_counter,1740067590,1,,,,,,,,,contacts,,,,,,vu=7,,,,,,
vus,1740067591,10,,,,,,,,,,,,,,,,,,,,,
vus_max,1740067591,10,,,,,,,,,,,,,,,,,,,,,
data_sent,1740067591,1664,,,,,,,,,contacts,,,,,,,,,,,,
data_received,1740067591,5030,,,,,,,,,contacts,,,,,,,,,,,,
data_sent,1740067591,1664,,,,,,,,,contacts,,,,,,,,,,,,
data_received,1740067591,5030,,,,,,,,,contacts,,,,,,,,,,,,
iteration_duration,1740067591,1453.166459,,,,,,,,,contacts,,,,,,,,,,,,
iterations,1740067591,1,,,,,,,,,contacts,,,,,,,,,,,,
iteration_duration,1740067591,1453.093292,,,,,,,,,contacts,,,,,,,,,,,,
iterations,1740067591,1,,,,,,,,,contacts,,,,,,,,,,,,
data_sent,1740067591,1664,,,,,,,,,contacts,,,,,,,,,,,,
data_received,1740067591,5030,,,,,,,,,contacts,,,,,,,,,,,,
iteration_duration,1740067591,1453.136167,,,,,,,,,contacts,,,,,,,,,,,,
iterations,1740067591,1,,,,,,,,,contacts,,,,,,,,,,,,
data_sent,1740067591,1664,,,,,,,,,contacts,,,,,,,,,,,,
data_received,1740067591,5030,,,,,,,,,contacts,,,,,,,,,,,,
iteration_duration,1740067591,1453.229875,,,,,,,,,contacts,,,,,,,,,,,,
iterations,1740067591,1,,,,,,,,,contacts,,,,,,,,,,,,
data_sent,1740067591,1664,,,,,,,,,contacts,,,,,,,,,,,,
data_received,1740067591,5030,,,,,,,,,contacts,,,,,,,,,,,,
iteration_duration,1740067591,1453.473958,,,,,,,,,contacts,,,,,,,,,,,,
iterations,1740067591,1,,,,,,,,,contacts,,,,,,,,,,,,
data_sent,1740067591,1664,,,,,,,,,contacts,,,,,,,,,,,,
data_received,1740067591,5030,,,,,,,,,contacts,,,,,,,,,,,,
iteration_duration,1740067591,1453.449375,,,,,,,,,contacts,,,,,,,,,,,,
iterations,1740067591,1,,,,,,,,,contacts,,,,,,,,,,,,
data_sent,1740067591,1664,,,,,,,,,contacts,,,,,,,,,,,,
data_received,1740067591,5030,,,,,,,,,contacts,,,,,,,,,,,,
iteration_duration,1740067591,1453.40025,,,,,,,,,contacts,,,,,,,,,,,,
iterations,1740067591,1,,,,,,,,,contacts,,,,,,,,,,,,
data_sent,1740067591,1664,,,,,,,,,contacts,,,,,,,,,,,,
data_received,1740067591,5030,,,,,,,,,contacts,,,,,,,,,,,,
iteration_duration,1740067591,1462.135416,,,,,,,,,contacts,,,,,,,,,,,,
iterations,1740067591,1,,,,,,,,,contacts,,,,,,,,,,,,
data_sent,1740067591,1664,,,,,,,,,contacts,,,,,,,,,,,,
data_received,1740067591,5030,,,,,,,,,contacts,,,,,,,,,,,,
iteration_duration,1740067591,1462.319833,,,,,,,,,contacts,,,,,,,,,,,,
iterations,1740067591,1,,,,,,,,,contacts,,,,,,,,,,,,
data_sent,1740067591,1664,,,,,,,,,contacts,,,,,,,,,,,,
data_received,1740067591,5052,,,,,,,,,contacts,,,,,,,,,,,,
iteration_duration,1740067591,1467.490583,,,,,,,,,contacts,,,,,,,,,,,,
iterations,1740067591,1,,,,,,,,,contacts,,,,,,,,,,,,
http_reqs,1740067591,1,,,,TRUE,,GET,https://test.k6.io/contacts.php,HTTP/1.1,contacts,,200,,tls1.3,https://test.k6.io/contacts.php,,,,,,,
http_req_duration,1740067591,270.632,,,,TRUE,,GET,https://test.k6.io/contacts.php,HTTP/1.1,contacts,,200,,tls1.3,https://test.k6.io/contacts.php,,,,,,,
http_req_blocked,1740067591,0.009,,,,TRUE,,GET,https://test.k6.io/contacts.php,HTTP/1.1,contacts,,200,,tls1.3,https://test.k6.io/contacts.php,,,,,,,
http_req_connecting,1740067591,0,,,,TRUE,,GET,https://test.k6.io/contacts.php,HTTP/1.1,contacts,,200,,tls1.3,https://test.k6.io/contacts.php,,,,,,,
http_req_tls_handshaking,1740067591,0,,,,TRUE,,GET,https://test.k6.io/contacts.php,HTTP/1.1,contacts,,200,,tls1.3,https://test.k6.io/contacts.php,,,,,,,
http_req_sending,1740067591,0.043,,,,TRUE,,GET,https://test.k6.io/contacts.php,HTTP/1.1,contacts,,200,,tls1.3,https://test.k6.io/contacts.php,,,,,,,
http_req_waiting,1740067591,270.474,,,,TRUE,,GET,https://test.k6.io/contacts.php,HTTP/1.1,contacts,,200,,tls1.3,https://test.k6.io/contacts.php,,,,,,,
http_req_receiving,1740067591,0.115,,,,TRUE,,GET,https://test.k6.io/contacts.php,HTTP/1.1,contacts,,200,,tls1.3,https://test.k6.io/contacts.php,,,,,,,
http_req_failed,1740067591,0,,,,TRUE,,GET,https://test.k6.io/contacts.php,HTTP/1.1,contacts,,200,,tls1.3,https://test.k6.io/contacts.php,,,,,,,
checks,1740067591,1,Verify response status = 200,,,,,,,,contacts,,,,,,,,,,,,
shared_iterations_trend,1740067591,270.632,,,,,,,,,contacts,,,,,,vu=10,,,,,,
shared_iterations_rate,1740067591,1,,,,,,,,,contacts,,,,,,vu=10,,,,,,
shared_iterations_counter,1740067591,1,,,,,,,,,contacts,,,,,,vu=10,,,,,,
http_reqs,1740067591,1,,,,TRUE,,GET,https://test.k6.io/contacts.php,HTTP/1.1,contacts,,200,,tls1.3,https://test.k6.io/contacts.php,,,,,,,
http_req_duration,1740067591,276.306,,,,TRUE,,GET,https://test.k6.io/contacts.php,HTTP/1.1,contacts,,200,,tls1.3,https://test.k6.io/contacts.php,,,,,,,
http_req_blocked,1740067591,0.008,,,,TRUE,,GET,https://test.k6.io/contacts.php,HTTP/1.1,contacts,,200,,tls1.3,https://test.k6.io/contacts.php,,,,,,,
http_req_connecting,1740067591,0,,,,TRUE,,GET,https://test.k6.io/contacts.php,HTTP/1.1,contacts,,200,,tls1.3,https://test.k6.io/contacts.php,,,,,,,
http_req_tls_handshaking,1740067591,0,,,,TRUE,,GET,https://test.k6.io/contacts.php,HTTP/1.1,contacts,,200,,tls1.3,https://test.k6.io/contacts.php,,,,,,,
http_req_sending,1740067591,0.018,,,,TRUE,,GET,https://test.k6.io/contacts.php,HTTP/1.1,contacts,,200,,tls1.3,https://test.k6.io/contacts.php,,,,,,,
http_req_waiting,1740067591,276.184,,,,TRUE,,GET,https://test.k6.io/contacts.php,HTTP/1.1,contacts,,200,,tls1.3,https://test.k6.io/contacts.php,,,,,,,
http_req_receiving,1740067591,0.104,,,,TRUE,,GET,https://test.k6.io/contacts.php,HTTP/1.1,contacts,,200,,tls1.3,https://test.k6.io/contacts.php,,,,,,,
http_req_failed,1740067591,0,,,,TRUE,,GET,https://test.k6.io/contacts.php,HTTP/1.1,contacts,,200,,tls1.3,https://test.k6.io/contacts.php,,,,,,,
checks,1740067591,1,Verify response status = 200,,,,,,,,contacts,,,,,,,,,,,,
shared_iterations_trend,1740067591,276.306,,,,,,,,,contacts,,,,,,vu=1,,,,,,
shared_iterations_rate,1740067591,1,,,,,,,,,contacts,,,,,,vu=1,,,,,,
shared_iterations_counter,1740067591,1,,,,,,,,,contacts,,,,,,vu=1,,,,,,
http_reqs,1740067591,1,,,,TRUE,,GET,https://test.k6.io/contacts.php,HTTP/1.1,contacts,,200,,tls1.3,https://test.k6.io/contacts.php,,,,,,,
http_req_duration,1740067591,277.036,,,,TRUE,,GET,https://test.k6.io/contacts.php,HTTP/1.1,contacts,,200,,tls1.3,https://test.k6.io/contacts.php,,,,,,,
http_req_blocked,1740067591,0.004,,,,TRUE,,GET,https://test.k6.io/contacts.php,HTTP/1.1,contacts,,200,,tls1.3,https://test.k6.io/contacts.php,,,,,,,
http_req_connecting,1740067591,0,,,,TRUE,,GET,https://test.k6.io/contacts.php,HTTP/1.1,contacts,,200,,tls1.3,https://test.k6.io/contacts.php,,,,,,,
http_req_tls_handshaking,1740067591,0,,,,TRUE,,GET,https://test.k6.io/contacts.php,HTTP/1.1,contacts,,200,,tls1.3,https://test.k6.io/contacts.php,,,,,,,
